Date,Time,Energy
20/08/2024,2:50PM,51.954kWh
20/08/2024,2:45PM,51.148kWh
20/08/2024,2:40PM,50.268kWh
20/08/2024,2:35PM,49.372kWh
20/08/2024,2:30PM,48.618kWh
20/08/2024,2:25PM,48.134kWh
20/08/2024,2:20PM,47.668kWh
20/08/2024,2:15PM,46.961kWh
20/08/2024,2:10PM,46.281kWh
20/08/2024,2:05PM,45.398kWh
20/08/2024,2:00PM,44.581kWh
20/08/2024,1:55PM,43.688kWh
20/08/2024,1:50PM,42.991kWh
20/08/2024,1:45PM,42.640kWh
20/08/2024,1:40PM,42.091kWh
20/08/2024,1:35PM,41.673kWh
20/08/2024,1:30PM,40.942kWh
20/08/2024,1:25PM,40.418kWh
20/08/2024,1:20PM,39.563kWh
20/08/2024,1:15PM,38.659kWh
20/08/2024,1:10PM,37.767kWh
20/08/2024,1:05PM,36.852kWh
20/08/2024,1:00PM,35.956kWh
20/08/2024,12:55PM,35.073kWh
20/08/2024,12:50PM,34.155kWh
20/08/2024,12:45PM,33.265kWh
20/08/2024,12:40PM,32.348kWh
20/08/2024,12:35PM,31.408kWh
20/08/2024,12:30PM,30.504kWh
20/08/2024,12:25PM,29.592kWh
20/08/2024,12:20PM,28.662kWh
20/08/2024,12:15PM,27.754kWh
20/08/2024,12:10PM,26.850kWh
20/08/2024,12:05PM,26.009kWh
20/08/2024,12:00PM,25.118kWh
20/08/2024,11:55AM,24.233kWh
20/08/2024,11:50AM,23.351kWh
20/08/2024,11:45AM,22.481kWh
20/08/2024,11:40AM,21.588kWh
20/08/2024,11:35AM,20.818kWh
20/08/2024,11:30AM,19.969kWh
20/08/2024,11:25AM,19.121kWh
20/08/2024,11:20AM,18.267kWh
20/08/2024,11:15AM,17.526kWh
20/08/2024,11:10AM,16.707kWh
20/08/2024,11:05AM,15.876kWh
20/08/2024,11:00AM,15.085kWh
20/08/2024,10:55AM,14.301kWh
20/08/2024,10:50AM,13.569kWh
20/08/2024,10:45AM,12.781kWh
20/08/2024,10:40AM,11.985kWh
20/08/2024,10:35AM,11.251kWh
20/08/2024,10:30AM,10.601kWh
20/08/2024,10:25AM,10.324kWh
20/08/2024,10:20AM,9.776kWh
20/08/2024,10:15AM,9.096kWh
20/08/2024,10:10AM,8.897kWh
20/08/2024,10:05AM,8.578kWh
20/08/2024,10:00AM,8.054kWh
20/08/2024,9:55AM,7.736kWh
20/08/2024,9:50AM,7.210kWh
20/08/2024,9:45AM,6.692kWh
20/08/2024,9:40AM,6.071kWh
20/08/2024,9:35AM,5.504kWh
20/08/2024,9:30AM,5.196kWh
20/08/2024,9:25AM,5.078kWh
20/08/2024,9:20AM,4.952kWh
20/08/2024,9:15AM,4.810kWh
20/08/2024,9:10AM,4.709kWh
20/08/2024,9:05AM,4.645kWh
20/08/2024,9:00AM,4.545kWh
20/08/2024,8:55AM,4.426kWh
20/08/2024,8:50AM,4.228kWh
20/08/2024,8:45AM,4.061kWh
20/08/2024,8:40AM,3.699kWh
20/08/2024,8:35AM,3.427kWh
20/08/2024,8:30AM,3.168kWh
20/08/2024,8:25AM,2.982kWh
20/08/2024,8:20AM,2.803kWh
20/08/2024,8:15AM,2.570kWh
20/08/2024,8:10AM,2.262kWh
20/08/2024,8:05AM,1.918kWh
20/08/2024,8:00AM,1.636kWh
20/08/2024,7:55AM,1.385kWh
20/08/2024,7:50AM,1.147kWh
20/08/2024,7:45AM,0.936kWh
20/08/2024,7:40AM,0.753kWh
20/08/2024,7:35AM,0.602kWh
20/08/2024,7:30AM,0.480kWh
20/08/2024,7:25AM,0.357kWh
20/08/2024,7:20AM,0.279kWh
20/08/2024,7:15AM,0.219kWh
20/08/2024,7:10AM,0.159kWh
20/08/2024,7:05AM,0.099kWh
20/08/2024,7:00AM,0.062kWh
20/08/2024,6:55AM,0.039kWh
20/08/2024,6:50AM,0.019kWh
20/08/2024,6:45AM,0.007kWh
20/08/2024,6:40AM,0.002kWh
20/08/2024,6:35AM,0.000kWh
20/08/2024,6:30AM,0.000kWh
20/08/2024,6:25AM,0.000kWh
20/08/2024,6:20AM,0.000kWh
20/08/2024,6:15AM,0.000kWh
20/08/2024,6:10AM,0.000kWh
20/08/2024,6:05AM,0.000kWh
20/08/2024,6:00AM,0.000kWh
20/08/2024,5:55AM,0.000kWh
20/08/2024,5:50AM,0.000kWh
20/08/2024,5:45AM,0.000kWh
20/08/2024,5:40AM,0.000kWh
20/08/2024,5:35AM,0.000kWh
20/08/2024,5:30AM,0.000kWh
20/08/2024,5:25AM,0.000kWh
20/08/2024,5:20AM,0.000kWh
20/08/2024,5:15AM,0.000kWh
20/08/2024,5:10AM,0.000kWh
20/08/2024,5:05AM,0.000kWh
20/08/2024,5:00AM,0.000kWh
20/08/2024,4:55AM,0.000kWh
20/08/2024,4:50AM,0.000kWh
20/08/2024,4:45AM,0.000kWh
20/08/2024,4:40AM,0.000kWh
20/08/2024,4:35AM,0.000kWh
20/08/2024,4:30AM,0.000kWh
20/08/2024,4:25AM,0.000kWh
20/08/2024,4:20AM,0.000kWh
20/08/2024,4:15AM,0.000kWh
20/08/2024,4:10AM,0.000kWh
20/08/2024,4:05AM,0.000kWh
20/08/2024,4:00AM,0.000kWh
20/08/2024,3:55AM,0.000kWh
20/08/2024,3:50AM,0.000kWh
20/08/2024,3:45AM,0.000kWh
20/08/2024,3:40AM,0.000kWh
20/08/2024,3:35AM,0.000kWh
20/08/2024,3:30AM,0.000kWh
20/08/2024,3:25AM,0.000kWh
20/08/2024,3:20AM,0.000kWh
20/08/2024,3:15AM,0.000kWh
20/08/2024,3:10AM,0.000kWh
20/08/2024,3:05AM,0.000kWh
20/08/2024,3:00AM,0.000kWh
20/08/2024,2:55AM,0.000kWh
20/08/2024,2:50AM,0.000kWh
20/08/2024,2:45AM,0.000kWh
20/08/2024,2:40AM,0.000kWh
20/08/2024,2:35AM,0.000kWh
20/08/2024,2:30AM,0.000kWh
20/08/2024,2:25AM,0.000kWh
20/08/2024,2:20AM,0.000kWh
20/08/2024,2:15AM,0.000kWh
20/08/2024,2:10AM,0.000kWh
20/08/2024,2:05AM,0.000kWh
20/08/2024,2:00AM,0.000kWh
20/08/2024,1:55AM,0.000kWh
20/08/2024,1:50AM,0.000kWh
20/08/2024,1:45AM,0.000kWh
20/08/2024,1:40AM,0.000kWh
20/08/2024,1:35AM,0.000kWh
20/08/2024,1:30AM,0.000kWh
20/08/2024,1:25AM,0.000kWh
20/08/2024,1:20AM,0.000kWh
20/08/2024,1:15AM,0.000kWh
20/08/2024,1:10AM,0.000kWh
20/08/2024,1:05AM,0.000kWh
20/08/2024,1:00AM,0.000kWh
20/08/2024,12:55AM,0.000kWh
20/08/2024,12:50AM,0.000kWh
20/08/2024,12:45AM,0.000kWh
20/08/2024,12:40AM,0.000kWh
20/08/2024,12:35AM,0.000kWh
20/08/2024,12:30AM,0.000kWh
20/08/2024,12:25AM,0.000kWh
20/08/2024,12:20AM,0.000kWh
20/08/2024,12:15AM,0.000kWh
20/08/2024,12:10AM,0.000kWh
20/08/2024,12:05AM,0.000kWh
20/08/2024,12:00AM,0.000kWh
19/08/2024,11:55PM,71.306kWh
19/08/2024,11:50PM,71.306kWh
19/08/2024,11:45PM,71.306kWh
19/08/2024,11:40PM,71.306kWh
19/08/2024,11:35PM,71.306kWh
19/08/2024,11:30PM,71.306kWh
19/08/2024,11:25PM,71.306kWh
19/08/2024,11:20PM,71.306kWh
19/08/2024,11:15PM,71.306kWh
19/08/2024,11:10PM,71.306kWh
19/08/2024,11:05PM,71.306kWh
19/08/2024,11:00PM,71.306kWh
19/08/2024,10:55PM,71.306kWh
19/08/2024,10:50PM,71.306kWh
19/08/2024,10:45PM,71.306kWh
19/08/2024,10:40PM,71.306kWh
19/08/2024,10:35PM,71.306kWh
19/08/2024,10:30PM,71.306kWh
19/08/2024,10:25PM,71.306kWh
19/08/2024,10:20PM,71.306kWh
19/08/2024,10:15PM,71.306kWh
19/08/2024,10:10PM,71.306kWh
19/08/2024,10:05PM,71.306kWh
19/08/2024,10:00PM,71.306kWh
19/08/2024,9:55PM,71.306kWh
19/08/2024,9:50PM,71.306kWh
19/08/2024,9:45PM,71.306kWh
19/08/2024,9:40PM,71.306kWh
19/08/2024,9:35PM,71.306kWh
19/08/2024,9:30PM,71.306kWh
19/08/2024,9:25PM,71.306kWh
19/08/2024,9:20PM,71.306kWh
19/08/2024,9:15PM,71.306kWh
19/08/2024,9:10PM,71.306kWh
19/08/2024,9:05PM,71.306kWh
19/08/2024,9:00PM,71.306kWh
19/08/2024,8:55PM,71.306kWh
19/08/2024,8:50PM,71.306kWh
19/08/2024,8:45PM,71.306kWh
19/08/2024,8:40PM,71.306kWh
19/08/2024,8:35PM,71.306kWh
19/08/2024,8:30PM,71.306kWh
19/08/2024,8:25PM,71.306kWh
19/08/2024,8:20PM,71.306kWh
19/08/2024,8:15PM,71.306kWh
19/08/2024,8:10PM,71.306kWh
19/08/2024,8:05PM,71.306kWh
19/08/2024,8:00PM,71.306kWh
19/08/2024,7:55PM,71.306kWh
19/08/2024,7:50PM,71.306kWh
19/08/2024,7:45PM,71.305kWh
19/08/2024,7:40PM,71.302kWh
19/08/2024,7:35PM,71.297kWh
19/08/2024,7:30PM,71.290kWh
19/08/2024,7:25PM,71.277kWh
19/08/2024,7:20PM,71.257kWh
19/08/2024,7:15PM,71.232kWh
19/08/2024,7:10PM,71.200kWh
19/08/2024,7:05PM,71.166kWh
19/08/2024,7:00PM,71.128kWh
19/08/2024,6:55PM,71.081kWh
19/08/2024,6:50PM,71.027kWh
19/08/2024,6:45PM,70.965kWh
19/08/2024,6:40PM,70.895kWh
19/08/2024,6:35PM,70.815kWh
19/08/2024,6:30PM,70.726kWh
19/08/2024,6:25PM,70.629kWh
19/08/2024,6:20PM,70.522kWh
19/08/2024,6:15PM,70.408kWh
19/08/2024,6:10PM,70.275kWh
19/08/2024,6:05PM,70.122kWh
19/08/2024,6:00PM,69.958kWh
19/08/2024,5:55PM,69.774kWh
19/08/2024,5:50PM,69.576kWh
19/08/2024,5:45PM,69.358kWh
19/08/2024,5:40PM,69.117kWh
19/08/2024,5:35PM,68.850kWh
19/08/2024,5:30PM,68.570kWh
19/08/2024,5:25PM,68.254kWh
19/08/2024,5:20PM,67.927kWh
19/08/2024,5:15PM,67.584kWh
19/08/2024,5:10PM,67.227kWh
19/08/2024,5:05PM,66.864kWh
19/08/2024,5:00PM,66.477kWh
19/08/2024,4:55PM,66.064kWh
19/08/2024,4:50PM,65.620kWh
19/08/2024,4:45PM,65.148kWh
19/08/2024,4:40PM,64.633kWh
19/08/2024,4:35PM,64.186kWh
19/08/2024,4:30PM,63.664kWh
19/08/2024,4:25PM,63.202kWh
19/08/2024,4:20PM,62.651kWh
19/08/2024,4:15PM,62.221kWh
19/08/2024,4:10PM,61.620kWh
19/08/2024,4:05PM,61.036kWh
19/08/2024,4:00PM,60.419kWh
19/08/2024,3:55PM,59.799kWh
19/08/2024,3:50PM,59.157kWh
19/08/2024,3:45PM,58.623kWh
19/08/2024,3:40PM,57.920kWh
19/08/2024,3:35PM,57.209kWh
19/08/2024,3:30PM,56.479kWh
19/08/2024,3:25PM,55.814kWh
19/08/2024,3:20PM,55.046kWh
19/08/2024,3:15PM,54.319kWh
19/08/2024,3:10PM,54.009kWh
19/08/2024,3:05PM,53.569kWh
19/08/2024,3:00PM,53.266kWh
19/08/2024,2:55PM,52.742kWh
19/08/2024,2:50PM,52.492kWh
19/08/2024,2:45PM,51.718kWh
19/08/2024,2:40PM,50.904kWh
19/08/2024,2:35PM,50.111kWh
19/08/2024,2:30PM,49.303kWh
19/08/2024,2:25PM,48.468kWh
19/08/2024,2:20PM,47.630kWh
19/08/2024,2:15PM,46.796kWh
19/08/2024,2:10PM,45.977kWh
19/08/2024,2:05PM,45.148kWh
19/08/2024,2:00PM,44.305kWh
19/08/2024,1:55PM,43.465kWh
19/08/2024,1:50PM,42.615kWh
19/08/2024,1:45PM,41.761kWh
19/08/2024,1:40PM,40.893kWh
19/08/2024,1:35PM,40.025kWh
19/08/2024,1:30PM,39.135kWh
19/08/2024,1:25PM,38.241kWh
19/08/2024,1:20PM,37.331kWh
19/08/2024,1:15PM,36.905kWh
19/08/2024,1:10PM,36.144kWh
19/08/2024,1:05PM,35.263kWh
19/08/2024,1:00PM,34.499kWh
19/08/2024,12:55PM,33.581kWh
19/08/2024,12:50PM,32.761kWh
19/08/2024,12:45PM,31.860kWh
19/08/2024,12:40PM,30.975kWh
19/08/2024,12:35PM,30.099kWh
19/08/2024,12:30PM,29.224kWh
19/08/2024,12:25PM,28.348kWh
19/08/2024,12:20PM,27.448kWh
19/08/2024,12:15PM,26.559kWh
19/08/2024,12:10PM,25.675kWh
19/08/2024,12:05PM,24.827kWh
19/08/2024,12:00PM,23.938kWh
19/08/2024,11:55AM,23.065kWh
19/08/2024,11:50AM,22.209kWh
19/08/2024,11:45AM,21.354kWh
19/08/2024,11:40AM,20.509kWh
19/08/2024,11:35AM,19.661kWh
19/08/2024,11:30AM,18.828kWh
19/08/2024,11:25AM,17.983kWh
19/08/2024,11:20AM,17.145kWh
19/08/2024,11:15AM,16.295kWh
19/08/2024,11:10AM,15.460kWh
19/08/2024,11:05AM,14.586kWh
19/08/2024,11:00AM,14.104kWh
19/08/2024,10:55AM,13.953kWh
19/08/2024,10:50AM,13.770kWh
19/08/2024,10:45AM,13.559kWh
19/08/2024,10:40AM,13.250kWh
19/08/2024,10:35AM,12.833kWh
19/08/2024,10:30AM,12.480kWh
19/08/2024,10:25AM,12.204kWh
19/08/2024,10:20AM,11.966kWh
19/08/2024,10:15AM,11.642kWh
19/08/2024,10:10AM,11.288kWh
19/08/2024,10:05AM,11.078kWh
19/08/2024,10:00AM,10.863kWh
19/08/2024,9:55AM,10.607kWh
19/08/2024,9:50AM,10.414kWh
19/08/2024,9:45AM,9.873kWh
19/08/2024,9:40AM,9.717kWh
19/08/2024,9:35AM,9.316kWh
19/08/2024,9:30AM,8.778kWh
19/08/2024,9:25AM,8.423kWh
19/08/2024,9:20AM,7.881kWh
19/08/2024,9:15AM,7.359kWh
19/08/2024,9:10AM,6.849kWh
19/08/2024,9:05AM,6.361kWh
19/08/2024,9:00AM,5.883kWh
19/08/2024,8:55AM,5.427kWh
19/08/2024,8:50AM,4.992kWh
19/08/2024,8:45AM,4.565kWh
19/08/2024,8:40AM,4.154kWh
19/08/2024,8:35AM,3.763kWh
19/08/2024,8:30AM,3.392kWh
19/08/2024,8:25AM,3.041kWh
19/08/2024,8:20AM,2.708kWh
19/08/2024,8:15AM,2.396kWh
19/08/2024,8:10AM,2.109kWh
19/08/2024,8:05AM,1.846kWh
19/08/2024,8:00AM,1.600kWh
19/08/2024,7:55AM,1.374kWh
19/08/2024,7:50AM,1.160kWh
19/08/2024,7:45AM,0.976kWh
19/08/2024,7:40AM,0.817kWh
19/08/2024,7:35AM,0.673kWh
19/08/2024,7:30AM,0.546kWh
19/08/2024,7:25AM,0.436kWh
19/08/2024,7:20AM,0.341kWh
19/08/2024,7:15AM,0.263kWh
19/08/2024,7:10AM,0.196kWh
19/08/2024,7:05AM,0.138kWh
19/08/2024,7:00AM,0.092kWh
19/08/2024,6:55AM,0.058kWh
19/08/2024,6:50AM,0.031kWh
19/08/2024,6:45AM,0.014kWh
19/08/2024,6:40AM,0.005kWh
19/08/2024,6:35AM,0.001kWh
19/08/2024,6:30AM,0.000kWh
19/08/2024,6:25AM,0.000kWh
19/08/2024,6:20AM,0.000kWh
19/08/2024,6:15AM,0.000kWh
19/08/2024,6:10AM,0.000kWh
19/08/2024,6:05AM,0.000kWh
19/08/2024,6:00AM,0.000kWh
19/08/2024,5:55AM,0.000kWh
19/08/2024,5:50AM,0.000kWh
19/08/2024,5:45AM,0.000kWh
19/08/2024,5:40AM,0.000kWh
19/08/2024,5:35AM,0.000kWh
19/08/2024,5:30AM,0.000kWh
19/08/2024,5:25AM,0.000kWh
19/08/2024,5:20AM,0.000kWh
19/08/2024,5:15AM,0.000kWh
19/08/2024,5:10AM,0.000kWh
19/08/2024,5:05AM,0.000kWh
19/08/2024,5:00AM,0.000kWh
19/08/2024,4:55AM,0.000kWh
19/08/2024,4:50AM,0.000kWh
19/08/2024,4:45AM,0.000kWh
19/08/2024,4:40AM,0.000kWh
19/08/2024,4:35AM,0.000kWh
19/08/2024,4:30AM,0.000kWh
19/08/2024,4:25AM,0.000kWh
19/08/2024,4:20AM,0.000kWh
19/08/2024,4:15AM,0.000kWh
19/08/2024,4:10AM,0.000kWh
19/08/2024,4:05AM,0.000kWh
19/08/2024,4:00AM,0.000kWh
19/08/2024,3:55AM,0.000kWh
19/08/2024,3:50AM,0.000kWh
19/08/2024,3:45AM,0.000kWh
19/08/2024,3:40AM,0.000kWh
19/08/2024,3:35AM,0.000kWh
19/08/2024,3:30AM,0.000kWh
19/08/2024,3:25AM,0.000kWh
19/08/2024,3:20AM,0.000kWh
19/08/2024,3:15AM,0.000kWh
19/08/2024,3:10AM,0.000kWh
19/08/2024,3:05AM,0.000kWh
19/08/2024,3:00AM,0.000kWh
19/08/2024,2:55AM,0.000kWh
19/08/2024,2:50AM,0.000kWh
19/08/2024,2:45AM,0.000kWh
19/08/2024,2:40AM,0.000kWh
19/08/2024,2:35AM,0.000kWh
19/08/2024,2:30AM,0.000kWh
19/08/2024,2:25AM,0.000kWh
19/08/2024,2:20AM,0.000kWh
19/08/2024,2:15AM,0.000kWh
19/08/2024,2:10AM,0.000kWh
19/08/2024,2:05AM,0.000kWh
19/08/2024,2:00AM,0.000kWh
19/08/2024,1:55AM,0.000kWh
19/08/2024,1:50AM,0.000kWh
19/08/2024,1:45AM,0.000kWh
19/08/2024,1:40AM,0.000kWh
19/08/2024,1:35AM,0.000kWh
19/08/2024,1:30AM,0.000kWh
19/08/2024,1:25AM,0.000kWh
19/08/2024,1:20AM,0.000kWh
19/08/2024,1:15AM,0.000kWh
19/08/2024,1:10AM,0.000kWh
19/08/2024,1:05AM,0.000kWh
19/08/2024,1:00AM,0.000kWh
19/08/2024,12:55AM,0.000kWh
19/08/2024,12:50AM,0.000kWh
19/08/2024,12:45AM,0.000kWh
19/08/2024,12:40AM,0.000kWh
19/08/2024,12:35AM,0.000kWh
19/08/2024,12:30AM,0.000kWh
19/08/2024,12:25AM,0.000kWh
19/08/2024,12:20AM,0.000kWh
19/08/2024,12:15AM,0.000kWh
19/08/2024,12:10AM,0.000kWh
19/08/2024,12:05AM,0.000kWh
19/08/2024,12:00AM,0.000kWh
18/08/2024,11:55PM,42.522kWh
18/08/2024,11:50PM,42.522kWh
18/08/2024,11:45PM,42.522kWh
18/08/2024,11:40PM,42.522kWh
18/08/2024,11:35PM,42.522kWh
18/08/2024,11:30PM,42.522kWh
18/08/2024,11:25PM,42.522kWh
18/08/2024,11:20PM,42.522kWh
18/08/2024,11:15PM,42.522kWh
18/08/2024,11:10PM,42.522kWh
18/08/2024,11:05PM,42.522kWh
18/08/2024,11:00PM,42.522kWh
18/08/2024,10:55PM,42.522kWh
18/08/2024,10:50PM,42.522kWh
18/08/2024,10:45PM,42.522kWh
18/08/2024,10:40PM,42.522kWh
18/08/2024,10:35PM,42.522kWh
18/08/2024,10:30PM,42.522kWh
18/08/2024,10:25PM,42.522kWh
18/08/2024,10:20PM,42.522kWh
18/08/2024,10:15PM,42.522kWh
18/08/2024,10:10PM,42.522kWh
18/08/2024,10:05PM,42.522kWh
18/08/2024,10:00PM,42.522kWh
18/08/2024,9:55PM,42.522kWh
18/08/2024,9:50PM,42.522kWh
18/08/2024,9:45PM,42.522kWh
18/08/2024,9:40PM,42.522kWh
18/08/2024,9:35PM,42.522kWh
18/08/2024,9:30PM,42.522kWh
18/08/2024,9:25PM,42.522kWh
18/08/2024,9:20PM,42.522kWh
18/08/2024,9:15PM,42.522kWh
18/08/2024,9:10PM,42.522kWh
18/08/2024,9:05PM,42.522kWh
18/08/2024,9:00PM,42.522kWh
18/08/2024,8:55PM,42.522kWh
18/08/2024,8:50PM,42.522kWh
18/08/2024,8:45PM,42.522kWh
18/08/2024,8:40PM,42.522kWh
18/08/2024,8:35PM,42.522kWh
18/08/2024,8:30PM,42.522kWh
18/08/2024,8:25PM,42.522kWh
18/08/2024,8:20PM,42.522kWh
18/08/2024,8:15PM,42.522kWh
18/08/2024,8:10PM,42.522kWh
18/08/2024,8:05PM,42.522kWh
18/08/2024,8:00PM,42.522kWh
18/08/2024,7:55PM,42.522kWh
18/08/2024,7:50PM,42.522kWh
18/08/2024,7:45PM,42.522kWh
18/08/2024,7:40PM,42.522kWh
18/08/2024,7:35PM,42.519kWh
18/08/2024,7:30PM,42.509kWh
18/08/2024,7:25PM,42.493kWh
18/08/2024,7:20PM,42.484kWh
18/08/2024,7:15PM,42.478kWh
18/08/2024,7:10PM,42.465kWh
18/08/2024,7:05PM,42.448kWh
18/08/2024,7:00PM,42.435kWh
18/08/2024,6:55PM,42.426kWh
18/08/2024,6:50PM,42.416kWh
18/08/2024,6:45PM,42.401kWh
18/08/2024,6:40PM,42.363kWh
18/08/2024,6:35PM,42.294kWh
18/08/2024,6:30PM,42.174kWh
18/08/2024,6:25PM,42.040kWh
18/08/2024,6:20PM,41.869kWh
18/08/2024,6:15PM,41.677kWh
18/08/2024,6:10PM,41.510kWh
18/08/2024,6:05PM,41.376kWh
18/08/2024,6:00PM,41.183kWh
18/08/2024,5:55PM,40.914kWh
18/08/2024,5:50PM,40.648kWh
18/08/2024,5:45PM,40.352kWh
18/08/2024,5:40PM,40.095kWh
18/08/2024,5:35PM,39.942kWh
18/08/2024,5:30PM,39.769kWh
18/08/2024,5:25PM,39.620kWh
18/08/2024,5:20PM,39.387kWh
18/08/2024,5:15PM,38.917kWh
18/08/2024,5:10PM,38.371kWh
18/08/2024,5:05PM,38.111kWh
18/08/2024,5:00PM,37.989kWh
18/08/2024,4:55PM,37.857kWh
18/08/2024,4:50PM,37.687kWh
18/08/2024,4:45PM,37.570kWh
18/08/2024,4:40PM,37.451kWh
18/08/2024,4:35PM,37.306kWh
18/08/2024,4:30PM,37.181kWh
18/08/2024,4:25PM,37.012kWh
18/08/2024,4:20PM,36.825kWh
18/08/2024,4:15PM,36.619kWh
18/08/2024,4:10PM,36.393kWh
18/08/2024,4:05PM,36.201kWh
18/08/2024,4:00PM,35.988kWh
18/08/2024,3:55PM,35.832kWh
18/08/2024,3:50PM,35.678kWh
18/08/2024,3:45PM,35.530kWh
18/08/2024,3:40PM,35.405kWh
18/08/2024,3:35PM,35.192kWh
18/08/2024,3:30PM,34.918kWh
18/08/2024,3:25PM,34.676kWh
18/08/2024,3:20PM,34.464kWh
18/08/2024,3:15PM,34.212kWh
18/08/2024,3:10PM,33.903kWh
18/08/2024,3:05PM,33.745kWh
18/08/2024,3:00PM,33.604kWh
18/08/2024,2:55PM,33.468kWh
18/08/2024,2:50PM,33.282kWh
18/08/2024,2:45PM,33.054kWh
18/08/2024,2:40PM,32.897kWh
18/08/2024,2:35PM,32.777kWh
18/08/2024,2:30PM,32.654kWh
18/08/2024,2:25PM,32.482kWh
18/08/2024,2:20PM,32.246kWh
18/08/2024,2:15PM,31.943kWh
18/08/2024,2:10PM,31.677kWh
18/08/2024,2:05PM,31.412kWh
18/08/2024,2:00PM,31.266kWh
18/08/2024,1:55PM,31.129kWh
18/08/2024,1:50PM,31.002kWh
18/08/2024,1:45PM,30.792kWh
18/08/2024,1:40PM,30.436kWh
18/08/2024,1:35PM,30.143kWh
18/08/2024,1:30PM,29.756kWh
18/08/2024,1:25PM,29.213kWh
18/08/2024,1:20PM,28.684kWh
18/08/2024,1:15PM,28.369kWh
18/08/2024,1:10PM,27.866kWh
18/08/2024,1:05PM,27.546kWh
18/08/2024,1:00PM,27.151kWh
18/08/2024,12:55PM,26.750kWh
18/08/2024,12:50PM,26.380kWh
18/08/2024,12:45PM,26.000kWh
18/08/2024,12:40PM,25.584kWh
18/08/2024,12:35PM,25.229kWh
18/08/2024,12:30PM,24.848kWh
18/08/2024,12:25PM,24.463kWh
18/08/2024,12:20PM,24.104kWh
18/08/2024,12:15PM,23.792kWh
18/08/2024,12:10PM,23.469kWh
18/08/2024,12:05PM,23.157kWh
18/08/2024,12:00PM,22.864kWh
18/08/2024,11:55AM,22.526kWh
18/08/2024,11:50AM,22.087kWh
18/08/2024,11:45AM,21.585kWh
18/08/2024,11:40AM,21.146kWh
18/08/2024,11:35AM,20.866kWh
18/08/2024,11:30AM,20.620kWh
18/08/2024,11:25AM,20.306kWh
18/08/2024,11:20AM,19.888kWh
18/08/2024,11:15AM,19.492kWh
18/08/2024,11:10AM,19.122kWh
18/08/2024,11:05AM,18.660kWh
18/08/2024,11:00AM,18.232kWh
18/08/2024,10:55AM,17.823kWh
18/08/2024,10:50AM,17.408kWh
18/08/2024,10:45AM,16.914kWh
18/08/2024,10:40AM,16.613kWh
18/08/2024,10:35AM,16.325kWh
18/08/2024,10:30AM,16.036kWh
18/08/2024,10:25AM,15.502kWh
18/08/2024,10:20AM,15.020kWh
18/08/2024,10:15AM,14.311kWh
18/08/2024,10:10AM,13.620kWh
18/08/2024,10:05AM,12.946kWh
18/08/2024,10:00AM,12.297kWh
18/08/2024,9:55AM,11.663kWh
18/08/2024,9:50AM,11.033kWh
18/08/2024,9:45AM,10.417kWh
18/08/2024,9:40AM,9.796kWh
18/08/2024,9:35AM,9.210kWh
18/08/2024,9:30AM,8.624kWh
18/08/2024,9:25AM,8.084kWh
18/08/2024,9:20AM,7.545kWh
18/08/2024,9:15AM,7.029kWh
18/08/2024,9:10AM,6.532kWh
18/08/2024,9:05AM,6.046kWh
18/08/2024,9:00AM,5.592kWh
18/08/2024,8:55AM,5.155kWh
18/08/2024,8:50AM,4.725kWh
18/08/2024,8:45AM,4.322kWh
18/08/2024,8:40AM,3.932kWh
18/08/2024,8:35AM,3.570kWh
18/08/2024,8:30AM,3.221kWh
18/08/2024,8:25AM,2.887kWh
18/08/2024,8:20AM,2.564kWh
18/08/2024,8:15AM,2.267kWh
18/08/2024,8:10AM,1.988kWh
18/08/2024,8:05AM,1.727kWh
18/08/2024,8:00AM,1.488kWh
18/08/2024,7:55AM,1.264kWh
18/08/2024,7:50AM,1.058kWh
18/08/2024,7:45AM,0.876kWh
18/08/2024,7:40AM,0.712kWh
18/08/2024,7:35AM,0.569kWh
18/08/2024,7:30AM,0.446kWh
18/08/2024,7:25AM,0.343kWh
18/08/2024,7:20AM,0.266kWh
18/08/2024,7:15AM,0.192kWh
18/08/2024,7:10AM,0.146kWh
18/08/2024,7:05AM,0.111kWh
18/08/2024,7:00AM,0.086kWh
18/08/2024,6:55AM,0.059kWh
18/08/2024,6:50AM,0.038kWh
18/08/2024,6:45AM,0.019kWh
18/08/2024,6:40AM,0.007kWh
18/08/2024,6:35AM,0.002kWh
18/08/2024,6:30AM,0.000kWh
18/08/2024,6:25AM,0.000kWh
18/08/2024,6:20AM,0.000kWh
18/08/2024,6:15AM,0.000kWh
18/08/2024,6:10AM,0.000kWh
18/08/2024,6:05AM,0.000kWh
18/08/2024,6:00AM,0.000kWh
18/08/2024,5:55AM,0.000kWh
18/08/2024,5:50AM,0.000kWh
18/08/2024,5:45AM,0.000kWh
18/08/2024,5:40AM,0.000kWh
18/08/2024,5:35AM,0.000kWh
18/08/2024,5:30AM,0.000kWh
18/08/2024,5:25AM,0.000kWh
18/08/2024,5:20AM,0.000kWh
18/08/2024,5:15AM,0.000kWh
18/08/2024,5:10AM,0.000kWh
18/08/2024,5:05AM,0.000kWh
18/08/2024,5:00AM,0.000kWh
18/08/2024,4:55AM,0.000kWh
18/08/2024,4:50AM,0.000kWh
18/08/2024,4:45AM,0.000kWh
18/08/2024,4:40AM,0.000kWh
